.e         A        y (sumti)                                 logical connective: sumti afterthought and
 ji        A        sumti conn ?                              logical connective: sumti afterthought connective question
.o         A        sii (sumti)                               logical connective: sumti afterthought biconditional/iff/if-and-only-if
.a         A        o (sumti)                                 logical connective: sumti afterthought or
.u         A        sumti whether                             logical connective: sumti afterthought whether-or-not
.enai      A*       sumti but not                             logical connective: sumti afterthought x but not y
 na.a      A*       sumti only if                             logical connective: sumti afterthought conditional/only if
.onai      A*       o exclusivo (sumti)                       logical connective: sumti afterthought exclusive or; Latin 'aut'
 du'o      BAI      sabido por                                djuno modal, 1st place (info source)            authoritatively; according to ...; known by ...
 teji'o    BAI*     controlando en                            jitro modal, 3rd place                            controlledly; controlling event ...
 tefi'e    BAI*     creado para                               finti modal, 3rd place                            creatively; created for purpose ...
 vefi'e    BAI*     creado de                                 finti modal, 4th place                            creatively; created from ideas/elements ...
 sefi'e    BAI*     creando                                   finti modal, 2nd place                            creatively; creating work ...
 tele'a    BAI*     definido por cualiad ...                  klesi modal, 3rd place (category)                 defined by quality ...
 ri'anai   BAI*     a pesar de (causa)                        rinka modal, 1st place (phys./mental)             despite cause ...
 ni'inai   BAI*     a pesar de (lógica)                       nibli modal, 1st place                            despite logic ...
 mu'inai   BAI*     a pesar de (motivo)                       mukti modal, 1st place                            despite motive ...
 ki'unai   BAI*     a pesar de (razón)                        krinu modal, 1st place                            despite reason ...
 pa'aku    BAI*     en paralelo                               sumti: explicitly marks respective use as in "THEY read THEIR (respective) books"
 seci'o    BAI*     emoción                                   cinmo modal, 2nd place (shows attitude)           emotionally; emoting ...
 teci'o    BAI*     emoción por                               cinmo modal, 3rd place (attitude about)           emotionally; emoting about ...
 seni'inai BAI*     sin embargo (lógica)                      nibli modal, 2nd place                            entails nevertheless ...
 seni'i    BAI*     por lo tanto (lógica)                     nibli modal, 2nd place                            entails therefore ...
 tedu'i    BAI*     igual en propiedad ...                    dunli modal, 3rd place                            equally; equal in property ...
 sedu'i    BAI*     igual a                                   dunli modal, 2nd place (same as 1st);             equal to ... [same as 1st place modal]
 semu'u    BAI*     ejemplo de                                mupli modal, 2nd place                            as an example of property ...
 temu'u    BAI*     ejemplo entre                             mupli modal, 3rd place                            as an example out of the set of ...
 seri'i    BAI*     experimentando                            lifri modal, 2nd place                            experiencing ...; undergoing ...
 vecu'u    BAI*     expresado en medio ...                    cusku modal, 4th place                            in expression medium ...
 tebau     BAI*     expresando                                bangu modal, 3rd place (expression)               language expressing ...
 secu'u    BAI*     expresando                                cusku modal, 2nd place (saying)                   expressively; expressing ...
 sezu'e    BAI*     con acción ...                            zukte modal, 2nd place                            purposefully; goalfully acting at ...
 teva'u    BAI*     estándar de beneficio ..                  xamgu modal, 3rd place                            good/beneficial by standard ...
 seku'u    BAI*     en cultura de                             kulnu modal, 2nd place (people)                   in culture of ...
 sebau     BAI*     en lenguaje de                            bangu modal, 2nd place (speakers)                 in language of speakers ...
 tema'e    BAI*     en forma material ...                     marji modal, 3rd place                            in material form ...
 sepu'a    BAI*     complaciendo a                            pluka modal, 2nd place (for)                   pleasingly; pleasing ...; in order to please ...
 sela'u    BAI*     en cantidad ...                           klani modal, 2nd place                            in quantity ...; measured as ...
 sefa'e    BAI*     al revés de                               fatne modal, 2nd place (same as 1st);             backwards; in reversal of ...
 seba'i    BAI*     en vez de                                 basti modal, 2nd place                            instead of ...
 tedu'o    BAI*     sabido sobre                              djuno modal, 3rd place                            knowingly; knowing about ...
 sedu'o    BAI*     sabido que                                djuno modal, 2nd place                            knowingly; knowing facts ...
 veme'a    BAI*     menos por (cantidad)                      mleca modal, 4th place (relative!)                less than by amount ...
 teme'a    BAI*     menos en (propiedad)                      mleca modal, 3rd place (relative!)                less than in property ...
 seme'a    BAI*     menos que                                 mleca modal, 2nd place (relative!)                less than ...; usually a sumti modifier
 teji'e    BAI*     limitado en (propiedad)                   jimte modal, 3rd place                            limitedly; limited in property/domain ...
 sema'e    BAI*     hecho de                                  marji modal, 2nd place                            made of material/composition ...
 tela'u    BAI*     en escala ...                             klani modal, 3rd place                            quantity measured on scale ...
 teta'i    BAI*     bajo condiciones                          tadji modal, 3rd place                       methodically doing (something) under conditions ...
 vemau     BAI*     más por (cantidad)                        zmadu modal, 4th place (relative!)                more than/exceeding by amount ...
 temau     BAI*     más en (propiedad)                        zmadu modal, 3rd place (relative!)                more than/exceeding in property ...
 semau     BAI*     más que                                   zmadu modal, 2nd place (relative!)                more than ...; usually a sumti modifier
 semu'inai BAI*     sin embargo (motivo)                      mukti modal, 2nd place                            motive nevertheless ...
 temu'i    BAI*     motivando a                               mukti modal, 3rd place                            motivated/motivating per the volition of ...
 semu'i    BAI*     por lo tanto (motivo)                     mukti modal, 2nd place                            motive therefore ...; motivating action ...
 tesau     BAI*     necesariamente bajo condiciones ...       sarcu modal, 3rd place (conditions 2)             necessarily; necessarily under ...
 sesau     BAI*     necesario para                            sarcu modal, 2nd place (process)                  necessarily; necessary for ...
 ja'enai   BAI*     sin embargo                               jalge modal, 1st place (event causal)             nevertheless result ...
 seme'anai BAI*     no menos que                              mleca modal, 2nd place (relative!)                not less than ...; usually a sumti modifier
 semaunai  BAI*     no más que                                zmadu modal, 2nd place (relative!)                not more than ...; usually a sumti modifier
 tega'a    BAI*     observado por medio de                    zgana modal, 3rd place                            observed by means ...
 vega'a    BAI*     observado bajo condiciones ...            zgana modal, 4th place (under conditions)         observed under observing conditions ...
 sega'a    BAI*     observando                                zgana modal, 2nd place                            observing ...
 teci'e    BAI*     con componentes de sistema ...            ciste modal, 3rd place                            of system components ...
 seka'i    BAI*     representando a                           krati modal, 2nd place                            representingly; on behalf of ...
 tede'i    BAI*     fecha en lugar ...                        detri modal, 3rd place                            on a date measured at location ...
 vede'i    BAI*     por calendario ...                        detri modal, 4th place                            on a date according to calendar ...
 seci'u    BAI*     escala midiendo                           ckilu modal, 2nd place used in scalar negation    on scale measuring ...
 sede'i    BAI*     fecha de                                  detri modal, 2nd place (for letters)              on the same date as ... ; label with event
 teli'e    BAI*     ordenado en secuencia ...                 lidne modal, 3rd place                            ordered within sequence ...; non-time sequence
 tepo'i    BAI*     ordenando ítems ...                       porsi modal, 3rd place                            sequentially; as an order on set of items ...
 vepu'e    BAI*     pasando por etapas ...                    pruce modal, 4th place (set of stages)            passing through processing stages ...
 tepu'a    BAI*     bajo condiciones ...                      pluka modal, 3rd place                          pleasingly; being pleasing under conditions ...
 seli'e    BAI*     precediendo a                             lidne modal, 2nd place                            preceding ...;leading ... ; non-time sequence
 sepu'e    BAI*     procesando                                pruce modal, 2nd place (inputs)                   processing from inputs ...
 tepu'e    BAI*     procesando en                             pruce modal, 3rd place (outputs)                  processing into outputs ...
 seki'unai BAI*     sin embargo (razón)                       krinu modal, 2nd place                            reason nevertheless ...
 seki'u    BAI*     por lo tanto (razón)                      krinu modal, 2nd place                            reason therefore ...
 seki'i    BAI*     relacionado con                           ckini modal, 2nd place (same as 1st)              related to ...
 teka'i    BAI*     representando en                          krati modal, 2nd place                            representingly; representing in matter...
 seja'e    BAI*     resultado de                              jalge modal, 2nd place (event causal)             results because of ...
 seja'enai BAI*     resultado a pesar de                      jalge modal, 2nd place (event causal)             results despite ...
 tema'i    BAI*     estándar                                  manri modal, 3rd place (of reference)             observed/measured with/by rules ...
 tebe'i    BAI*     enviado a                                 benji modal, 3rd place (source)                   sent to receiver ...
 sepo'i    BAI*     secuencia según reglas ...                porsi modal, 2nd place                            sequentially; sequenced by rules ...
 tetai     BAI*     con forma ...                             tamsmi modal, 3rd place                           similarly; sharing common ideal form ...                (x1 resembles x2 sharing ideal form/shape x3 in property x4)
 vepa'a    BAI*     estándar                                  panra modal, 4nd place (standard/geometry)        similarly; similar by standard ...
 vetai     BAI*     similar en (propiedad)                    tamsmi modal, 4th place                           similarly; sharing ideal form in property ...           (x1 resembles x2 sharing ideal form/shape x3 in property x4)
 sepa'a    BAI*     paralelo a                                panra modal, 2nd place                            similarly; similar to ...
 teti'i    BAI*     sugerido a                                stidi modal, 3rd place                            suggestively; suggested to ...
 seti'i    BAI*     sugiriendo                                stidi modal, 2nd place                            suggestively; suggesting (idea/action) ...
 verai     BAI*     superlativo entre                         traji modal, 4th place (set)                      -est; most extremely; superlative among ...
 serai     BAI*     superlativo en                            traji modal, 2nd place (property)                 -est; most extremely; superlative in ...
 seji'u    BAI*     sosteniendo a                             jicmu modal, 2nd place (from basis)               supporting ...; as a basis for ...
 veti'u    BAI*     hora en (lugar)                           tcika modal, 4th place (for letters)              as a time at location ...
 teti'u    BAI*     hora de (día)                             tcika modal, 3rd place (for letters)              as a time on day ...
 vebe'i    BAI*     transmitido desde                         benji modal, 4th place                            transmit origin ...
 xebe'i    BAI*     transmitido vía                           benji modal, 5th place (medium)                   transmitted via ...
 sebe'i    BAI*     transmitiendo                             benji modal, 2nd place (message/cargo)            transmitting ...
 vedu'o    BAI*     según epistemología ...                   djuno modal, 4th place                            under epistemology ...
 teni'i    BAI*     bajo sistema lógico ...                   nibli modal, 3rd place                            entailment under logic system ...
 tepi'o    BAI*     uso para                                  pilno modal, 3rd place (instrumental)             a tool usage for purpose ...
 sepi'o    BAI*     usando                                    pilno modal, 2nd place (instrumental) tool/machine/apparatus/acting entity;  using (tool) ...
 veka'a    BAI*     por camino ...                            klama modal, 4th place                            via route ...
 seca'i    BAI*     con autoridad sobre                       catni modal, 2nd place                            authoritatively; with authority over ...
 seva'u    BAI*     con beneficiario ...                      xamgu modal, 2nd place beneficiary case tag       for the benefit of...; with beneficiary ...
 seka'a    BAI*     hacia                                     klama modal, 2nd place                            with destination ...
 tezu'e    BAI*     con intención ...                         zukte modal, 3rd place                            purposefully; (as an action) with goal ...
 teka'a    BAI*     desde                                     klama modal, 3rd place                            with origin ...
 sekai     BAI*     con propiedad ...                         ckaji modal, 2nd place (quality)                  characterized by ...; with property ...
 teki'i    BAI*     con relación ...                          ckini modal, 3rd place                            with relation ...
 veci'e    BAI*     con sinergía en                           ciste modal, 4th place                            as a system with synergy in ...
 seci'e    BAI*     sistema con función ...                   ciste modal, 2nd place                            with system function ...
 secau     BAI*     sin                                       claxu modal, 2nd place (lacking)                  without ...
 ba'e      BAhE     énfasis (sobre lo que sigue)              forethought emphasis indicator; indicates next word is especially emphasized
 za'e      BAhE     palabra efímera sigue                     forethought nonce-word indicator; indicates next word is nonce-creation and may be nonstandard
 be        BE       acoplar sumti                             sumti link to attach sumti (default x2) to a selbri; used in descriptions
 bei       BEI      acoplar más sumti                         separates multiple linked sumti within a selbri; used in descriptions
 be'o      BEhO     fin de sumti acoplados                    elidable terminator: end linked sumti in specified description
 bi'e      BIhE     operador de alta prioridad                prefixed to a mex operator to indicate high priority
 mi'i      BIhI     centro-rango                              non-logical interval connective: ordered components: ... center, ... range surrounding center
 bi'o      BIhI     intervalo ordenado                        non-logical interval connective: ordered from ... to ...
 bi'i      BIhI     intervalo no ordenado                     non-logical interval connective: unordered between ... and ...
 bo        BO       acople corto                              short scope joiner; joins various constructs with shortest scope and right grouping
 boi       BOI      fin de número o lerfu                     elidable terminator: terminate numeral or letteral string
 bu        BU       palabra a lerfu                             convert any single word to BY
 joibu     BY*      &                                         letteral: ampersand character; especially used in standing for a mixed connective
.abu       BY*      a                                         letteral for a
.ebu       BY*      e                                         letteral for e
.uibu      BY*                                                letteral: happiness symbol (letteral)
.ibu       BY*      i                                         letteral for i
.obu       BY*      o                                         letteral for o
 zo'obu    BY*                                                letteral: humor symbol, ":-)" and its related forms expressing humor (letteral)
.ubu       BY*      u                                         letteral for u
.ybu       BY*      y                                         letteral for y
 jo'o      BY1      cambio a arábigo                          shift letterals to Arabic alphabet
 ru'o      BY1      cambio a cirílico                         shift letterals to Cyrillic alphabet
 ge'o      BY1      cambio a griego                           shift letterals to Greek alphabet
 je'o      BY1      cambio a hebreo                           shift letterals to Hebrew alphabet
 lo'a      BY1      cambio a lojban                           shift letterals to Lojban (Roman) alphabet
 na'a      BY1      cancela cambios                           cancel all letteral shifts
 se'e      BY1      código de caracteres                      following digits code a character (in ASCII, Unicode, etc.)
 to'a      BY1      cambio a minúsculas                       lower-case letteral shift
 ga'e      BY1      cambio a mayúsculas                       upper-case letteral shift
.y'y       BY2      '                                         letteral for '
 by        BY2      b                                         letteral for b
 cy        BY2      c                                         letteral for c
 dy        BY2      d                                         letteral for d
 fy        BY2      f                                         letteral for f
 gy        BY2      g                                         letteral for g
 jy        BY2      j                                         letteral for j
 ky        BY2      k                                         letteral for k
 ly        BY2      l                                         letteral for l
 my        BY2      m                                         letteral for m
 ny        BY2      n                                         letteral for n
 py        BY2      p                                         letteral for p
 ry        BY2      r                                         letteral for r
 sy        BY2      s                                         letteral for s
 ty        BY2      t                                         letteral for t
 vy        BY2      v                                         letteral for v
 xy        BY2      x                                         letteral for x
 zy        BY2      z                                         letteral for z
 pei       CAI      emoción ?                                 attitudinal: attitudinal question; how do you feel about it? with what intensity?
 cai       CAI      emoción intensa                           attitudinal: strong intensity attitude modifier
 cu'i      CAI      emoción neutral                           attitudinal: neutral scalar attitude modifier
 sai       CAI      emoción fuerte                            attitudinal: moderate intensity attitude modifier
 ru'e      CAI      emoción débil                             attitudinal: weak intensity attitude modifier
 ca'a      CAhA     realidad                                  modal aspect: actuality/ongoing event
 pu'i      CAhA     potencial actualizado                     modal aspect: can and has; demonstrated potential
 nu'o      CAhA     potencial no actualizado                  modal aspect: can but has not; unrealized potential
 ka'e      CAhA     potencial                                 modal aspect: innate capability; possibly unrealized
 na'epu'i  CAhA*                                              modal aspect: has never, and perhaps cannot; other-than-demonstrated-ability
 cei       CEI      asigna pro-bridi                          selbri variable assignment; assigns broda series pro-bridi to a selbri
 ce'e      CEhE     afterthought termset                      links terms into an afterthought termset
 co        CO       inversión de tanru                        tanru inversion operator; "... of type ..."; allows modifier trailing sumti without sumti links
 ju'i      COI      atención                                  vocative: attention - at ease - ignore me
 coi       COI      saludo                                    vocative: greetings/hello
 fi'i      COI      hospitalidad                              vocative: hospitality - inhospitality; you are welcome/ make yourself at home
 ta'a      COI      interrupción                              vocative: interruption
 mu'o      COI      cambio                                    vocative: over (response OK) - more to come
 fe'o      COI      cambio y fuera                            vocative: over and out (end discussion)
 co'o      COI      adios                                     vocative: partings/good-bye
 pe'u      COI      por favor                                 vocative: please
 ke'o      COI      repita                                    vocative: please repeat
 nu'e      COI      promesa                                   vocative: promise - promise release - un-promise
 re'i      COI      listo para recibir                        vocative: ready to receive - not ready to receive
 be'e      COI      pedido para enviar                        vocative: request to send/speak
 je'e      COI      recibido                                  vocative: roger (ack) - negative acknowledge; used to acknowledge offers and thanks
 mi'e      COI      autopresentación                          self vocative: self-introduction - denial of identity; identifies speaker
 ki'e      COI      gracias                                   vocative: thanks - no thanks to you
 vi'o      COI      procedo                                   vocative: wilco (ack and will comply)
 ju'icu'i  COI*     descanse                                  vocative: attention - at ease - ignore me
 coico'o   COI*     greetings in passing                      vocative: greetings in passing
 ju'inai   COI*     ignoreme                                  vocative: attention - at ease - ignore me
 fi'inai   COI*     inhospitalidad                            vocative: hospitality - inhospitality
 mu'onai   COI*     sigue más                                 vocative: over (response OK) - more to come
 je'enai   COI*     no recibido                               vocative: roger (ack) - negative acknowledge; I didn't hear you
 ki'enai   COI*     no gracias a tí                           vocative: thanks - no thanks to you
 mi'enai   COI*     no, no soy yo                             self vocative: self-introduction - denial of identity; denies identity of speaker
 nu'enai   COI*     no-promesa                                vocative: promise - promise release - un-promise
 re'inai   COI*     no listo para recibir                     vocative: ready to receive - not ready to receive
 nu'ecu'i  COI*     relevo de promesa                         vocative: promise - promise release - un-promise
 cu        CU       separador de selbri                       elidable marker: separates selbri from preceding sumti, allows preceding terminator elision
 cu'e      CUhE     modal ?                                   tense/modal question
 nau       CUhE     aquí y ahora                              tense: refers to current space/time reference absolutely
 da'o      DAhO     cancela asignaciones                      discursive: cancel pro-sumti/pro-bridi assignments
 doi       DOI      indicador de vocativo                     generic vocative marker; identifies intended listener; elidable after COI
 doido'u   DOI*     ¡Oh tú!                                   generic vocative address to intended listener;
 do'u      DOhU     fin de vocativo                           elidable terminator: end vocative (often elidable)
 fa        FA       indicador de 1er sumti                    sumti place tag: tag 1st sumti place
 fe        FA       indicador de 2do sumti                    sumti place tag: tag 2nd sumti place
 fi        FA       indicador de 3er sumti                    sumti place tag: tag 3rd sumti place
 fo        FA       indicador de 4to sumti                    sumti place tag: tag 4th sumti place
 fu        FA       indicador de 5to sumti                    sumti place tag: tag 5th sumti place
 fai       FA       indicador de sumti adicional              sumti place tag: tag a sumti moved out of numbered place structure; used in modal conversions
 fi'a      FA       cuál sumti ?                             sumti place tag: place structure number/tag question
 mo'ire'o  FAhA*    along                                     space motion tense: along; along a path directional space motion
 mo'izo'i  FAhA*    approaching                               space motion tense: approaching directional space motion
 mo'ine'a  FAhA*    approximating                             space motion tense: approximating; moving around the neighborhood of ... space motion
 mo'ifa'a  FAhA*    arriving at                               space motion tense: arriving at; arriving at a point directional space motion
 mo'ini'a  FAhA*    downwardly                                space motion tense: downwardly; downwards directional space motion
 mo'idu'a  FAhA*    eastwardly                                space motion tense: eastwardly; to the east directional space motion
 mo'ica'u  FAhA*    forward                                   space motion tense: forward directional space motion
 mo'ine'i  FAhA*    into                                      space motion tense: moving into directional space motion
 mo'izu'a  FAhA*    leftwardsly                               space motion tense: leftwardsly; to the left directional space motion
 mo'ito'o  FAhA*    moving away from                          space motion tense: moving away from a point directional space motion
 mo'ite'e  FAhA*    moving the border                         space motion tense: moving along the border directional space motion
 mo'ibu'u  FAhA*    moving to coincide                        space motion tense: moving to coincide directional space motion
 mo'ibe'a  FAhA*    northwardly                               space motion tense: northwardly; to the north directional space motion
 na'efa'a  FAhA*    not towards point                         space direction: not towards specified point, contrary negation; direction modal
 mo'iru'u  FAhA*    orbiting                                  space motion tense: orbiting; surrounding/annular directional space motion
 mo'ize'o  FAhA*    outwardsly                                space motion tense: outwardsly; outward directional space motion
 mo'izo'a  FAhA*    passing by                                space motion tense: passing by a site directional space motion
 mo'ipa'o  FAhA*    passing through                           space motion tense: passing through directional space motion
 mo'iti'a  FAhA*    rearwardsly                               space motion tense: rearwardsly; rearwards directional space motion
 mo'iri'u  FAhA*    rightwardly                               space motion tense: rightwardly; to the right directional space motion
 mo'ine'u  FAhA*    southwardly                               space motion tense: southwardly; to the south directional space motion
 mo'iga'u  FAhA*    upwardly                                  space motion tense: upwardly; upwards directional space motion
 mo'ivu'a  FAhA*    westwardly                                space motion tense: westwardly; to the west directional space motion
 du'a      FAhA1    al este de                                location tense relation/direction; east of
 be'a      FAhA1    al norte de                               location tense relation/direction; north of
 ne'u      FAhA1    al sur de                                 location tense relation/direction; south of
 vu'a      FAhA1    al oeste de                               location tense relation/direction; west of
